Sygnatura czasowa,Czy studiujesz na Wydziale Zarządzania UŁ?,Do eksperymentu trzeba przygotować aparaturę. Czy potrafisz włączyć tryb prywatny (incognito) w swojej przeglądarce internetowej?,Czy udało Ci się włączyć tryb prywatny?,1. na Twojej liście wyszukiwania (wklej pełny adres),2. na Twojej liście wyszukiwania (wklej pełny adres),3. na Twojej liście wyszukiwania (wklej pełny adres),4. na Twojej liście wyszukiwania (wklej pełny adres),5. na Twojej liście wyszukiwania (wklej pełny adres),1. na Twojej liście wyszukiwania (wklej pełny adres)_1,2. na Twojej liście wyszukiwania (wklej pełny adres)_1,3. na Twojej liście wyszukiwania (wklej pełny adres)_1,4. na Twojej liście wyszukiwania (wklej pełny adres)_1,5. na Twojej liście wyszukiwania (wklej pełny adres)_1,Przerywanie ciąży:,Konkordat:,Związki osób tej samej płci:,Rodzaj studiów,Twój rok urodzenia,Twoja płeć,"Jeżeli chcesz coś dodać, o coś nas zapytać lub masz uwagi - wpisz je poniżej:","Prywatność konsumentów w Internecie to tak naprawdę kwestia prawa konsumentów. Prawa do kontroli i autonomii co do tego, jak są gromadzone, wykorzystywane i udostępniane informacje o konsumentach.",Kontrola konsumentów nad ich danymi osobowymi to podstawa prywatności konsumentów.,"Uważam, że prywatność konsumentów online nie zostaje naruszona, kiedy w wyniku zawarcia transakcji kontrola konsumentów zostanie utracona, lub zmniejszona wbrew ich woli",id
2019-06-05T12:58:04Z,Tak,Tak,NA,https://www.google.com/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwj33_CIltLiAhVjxosKHRHABJ0QFjARegQIAhAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwj33_CIltLiAhVjxosKHRHABJ0QjjgwEnoECAMQAQ&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.com/url?sa=t&source=web&rct=j&url=https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5&ved=2ahUKEwj33_CIltLiAhVjxosKHRHABJ0QFjATegQICRAC&usg=AOvVaw2kSxk0xUCoydGF1TDAVZzL,https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html&ved=2ahUKEwj33_CIltLiAhVjxosKHRHABJ0QFjAXegQIARAB&usg=AOvVaw20c_vHI1_sQea8Aiq1ti3x,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.trojmiasto.pl/wiadomosci/Pawel-Adamowicz-o1.html&ved=2ahUKEwj33_CIltLiAhVjxosKHRHABJ0QFjAYegQIChAB&usg=AOvVaw0rXQssdaS9j7ZY0-p_Dp1T,https://www.google.com/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwj9oY3FldLiAhXklYsKHZtGBdcQFjARegQIARAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwj9oY3FldLiAhXklYsKHZtGBdcQjjgwEnoECAMQAQ&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.com/url?sa=t&source=web&rct=j&url=https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5&ved=2ahUKEwj9oY3FldLiAhXklYsKHZtGBdcQFjATegQICRAC&usg=AOvVaw2kSxk0xUCoydGF1TDAVZzL,https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html&ved=2ahUKEwj9oY3FldLiAhXklYsKHZtGBdcQFjAXegQIAhAB&usg=AOvVaw20c_vHI1_sQea8Aiq1ti3x,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.trojmiasto.pl/wiadomosci/Pawel-Adamowicz-o1.html&ved=2ahUKEwj9oY3FldLiAhXklYsKHZtGBdcQFjAYegQIBxAB&usg=AOvVaw0rXQssdaS9j7ZY0-p_Dp1T,4,5,6,Licencjackie,1999,Mężczyzna,NA,7,7,1,upset_hamster
2019-06-05T12:58:06Z,Tak,Tak,NA,https://www.google.com/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwj4zL2xltLiAhWswsQBHZQ7AlMQFjAKegQIBBAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwj4zL2xltLiAhWswsQBHZQ7AlMQjjgwC3oECAEQAQ&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.com/url?sa=t&source=web&rct=j&url=https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5&ved=2ahUKEwj4zL2xltLiAhWswsQBHZQ7AlMQFjAMegQIBRAC&usg=AOvVaw2kSxk0xUCoydGF1TDAVZzL,https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html&ved=2ahUKEwj4zL2xltLiAhWswsQBHZQ7AlMQFjAXegQICBAB&usg=AOvVaw20c_vHI1_sQea8Aiq1ti3x,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.trojmiasto.pl/wiadomosci/Pawel-Adamowicz-o1.html&ved=2ahUKEwj4zL2xltLiAhWswsQBHZQ7AlMQFjAcegQIBhAB&usg=AOvVaw0rXQssdaS9j7ZY0-p_Dp1T,https://www.google.com/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwiHqpXgldLiAhVFtIsKHUs_BQsQFjARegQIAxAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwiHqpXgldLiAhVFtIsKHUs_BQsQFjASegQIBBAB&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.com/url?sa=t&source=web&rct=j&url=https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5&ved=2ahUKEwiHqpXgldLiAhVFtIsKHUs_BQsQFjATegQIChAC&usg=AOvVaw2kSxk0xUCoydGF1TDAVZzL,https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html&ved=2ahUKEwiHqpXgldLiAhVFtIsKHUs_BQsQFjAXegQIAhAB&usg=AOvVaw20c_vHI1_sQea8Aiq1ti3x,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.trojmiasto.pl/wiadomosci/Pawel-Adamowicz-o1.html&ved=2ahUKEwiHqpXgldLiAhVFtIsKHUs_BQsQFjAYegQIBxAB&usg=AOvVaw0rXQssdaS9j7ZY0-p_Dp1T,2,4,7,Licencjackie,1998,Mężczyzna,NA,4,6,6,rural_isopod
2019-06-05T12:58:42Z,Tak,Tak,NA,https://pl.m.wikipedia.org/wiki/Pawe%C5%82_Adamowicz,https://m.facebook.com/Pawel.Adamowicz/,https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5,https://www.google.com/url?sa=t&source=web&rct=j&url=https://mobile.twitter.com/adamowiczpawel&ved=2ahUKEwiB4ubAltLiAhXkoosKHWv6DHkQjjgwF3oECAIQAQ&usg=AOvVaw3VTg8iV00lV2M57LbAu7D1&cshid=1559732109159,https://www.google.com/amp/s/trojmiasto.onet.pl/swieto-wolnosci-i-solidarnosci-w-gdansku-koncerty-debaty-i-spotkanie-z-lechem-walesy/08l0j9p.amp,https://pl.m.wikipedia.org/wiki/Paweł_Adamowicz,https://m.facebook.com/Pawel.Adamowicz/,https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,https://m.trojmiasto.pl/wiadomosci/Pawel-Adamowicz-o1.html,1,7,1,Licencjackie,1999,Mężczyzna,NA,6,2,1,patchy_seamonkey
2019-06-05T13:00:52Z,Tak,Tak,NA,https://pl.m.wikipedia.org/wiki/Paweł_Adamowicz,https://m.facebook.com/Pawel.Adamowicz/,https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,https://m.trojmiasto.pl/wiadomosci/Pawel-Adamowicz-o1.html,https://pl.m.wikipedia.org/wiki/Paweł_Adamowicz,https://m.facebook.com/Pawel.Adamowicz/,https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,https://m.trojmiasto.pl/wiadomosci/Pawel-Adamowicz-o1.html,7,7,6,Licencjackie,1998,Kobieta,NA,5,7,1,filterable_fennecfox
2019-06-05T12:59:15Z,Tak,Tak,NA,Tokfm pl,Bialystok,Wikipedia,Fecebook,Bialystok.onet.pl,Tokfm.pl,Tysol.pl,Wikipedia,Facebook,Bialystok.onet.pl,5,4,4,Licencjackie,1998,Kobieta,NA,4,4,4,drowsy_iberianlynx
2019-06-05T13:01:50Z,Tak,Tak,NA,https://pl.m.wikipedia.org/wiki/Paweł_Adamowicz,https://m.facebook.com/Pawel.Adamowicz/,https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,https://m.trojmiasto.pl/wiadomosci/Pawel-Adamowicz-o1.html,https://pl.m.wikipedia.org/wiki/Paweł_Adamowicz,"https://www.google.com/amp/www.tokfm.pl/Tokfm/7,103085,24865623,smierc-pawla-adamowicza-koniec-obserwacji-psychiatrycznej-stefana.amp",https://tysol.pl/a33204--video-Gdansk-Przed-grobem-Pawla-Adamowicza-zmiana-warty-zolnierzy-w-pruskich-mundurach-,https://www.google.com/search?q=paweł+Adamowicz&oq=paweł+Adamowicz&aqs=chrome..69i57.8007j0j7&client=ms-android-lenovo&sourceid=chrome-mobile&ie=UTF-8,https://m.facebook.com/Pawel.Adamowicz/,1,7,7,Licencjackie,1996,Mężczyzna,NA,7,7,1,aquamarine_sambar
2019-06-05T13:04:44Z,Tak,Tak,NA,https://www.google.com/url?sa=t&source=web&rct=j&url=https://wiadomosci.wp.pl/stefan-w-po-obserwacji-psychiatrycznej-co-dalej-z-zabojca-pawla-adamowicza-6388626016933505a&ved=2ahUKEwjP4oG7ltLiAhVmmYsKHRj7DrwQqOcBMAN6BAgFEAM&usg=AOvVaw3YondUHSifaLjhHXR1KIGE,"https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.tvn24.pl/krakow,50/zakonczyla-sie-obserwacja-psychiatryczna-zabojcy-adamowicza,942086.html&ved=2ahUKEwjP4oG7ltLiAhVmmYsKHRj7DrwQqOcBMAR6BAgFEAc&usg=AOvVaw0-s_6mzhT6zshEIwXlL6Ca",https://www.google.com/url?sa=t&source=web&rct=j&url=https://en.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwjP4oG7ltLiAhVmmYsKHRj7DrwQFjAQegQIAxAB&usg=AOvVaw0B0BUZjHKBAn_W08wIGnfd,https://www.google.com/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwjP4oG7ltLiAhVmmYsKHRj7DrwQFjARegQIAhAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwjP4oG7ltLiAhVmmYsKHRj7DrwQFjASegQIBhAB&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.com/url?sa=t&source=web&rct=j&url=https://en.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwiXzLb7ldLiAhXwxIsKHeYBCY8QFjALegQIBhAC&usg=AOvVaw0B0BUZjHKBAn_W08wIGnfd,https://www.google.com/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwiXzLb7ldLiAhXwxIsKHeYBCY8QFjAMegQIBhAU&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.com/url?sa=t&source=web&rct=j&url=https://wiadomosci.wp.pl/stefan-w-po-obserwacji-psychiatrycznej-co-dalej-z-zabojca-pawla-adamowicza-6388626016933505a&ved=2ahUKEwiXzLb7ldLiAhXwxIsKHeYBCY8QqOcBMA16BAgJEAQ&usg=AOvVaw3YondUHSifaLjhHXR1KIGE,"https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.tvn24.pl/krakow,50/zakonczyla-sie-obserwacja-psychiatryczna-zabojcy-adamowicza,942086.html&ved=2ahUKEwiXzLb7ldLiAhXwxIsKHeYBCY8QqOcBMA56BAgJEAg&usg=AOvVaw0-s_6mzhT6zshEIwXlL6Ca",https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwiXzLb7ldLiAhXwxIsKHeYBCY8QFjATegQIAhAB&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,2,6,1,Licencjackie,1999,Mężczyzna,NA,4,4,5,brutal_tattler
2019-06-05T13:06:52Z,Tak,Nie wiem,Tak,https://www.google.com/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwiax7eGmNLiAhWIlIsKHWaTCE8QFjARegQIARAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwiax7eGmNLiAhWIlIsKHWaTCE8QFjASegQIBxAB&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.com/url?sa=t&source=web&rct=j&url=https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5&ved=2ahUKEwiax7eGmNLiAhWIlIsKHWaTCE8QFjATegQIBBAC&usg=AOvVaw2kSxk0xUCoydGF1TDAVZzL,https://www.google.com/url?sa=t&source=web&rct=j&url=https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5&ved=2ahUKEwiax7eGmNLiAhWIlIsKHWaTCE8QFjATegQIBBAC&usg=AOvVaw2kSxk0xUCoydGF1TDAVZzL,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,https://www.google.com/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwiX4r3zltLiAhVhsosKHT5VDU4QFjARegQIAhAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwiX4r3zltLiAhVhsosKHT5VDU4QFjASegQIBBAB&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.com/url?sa=t&source=web&rct=j&url=https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5&ved=2ahUKEwiX4r3zltLiAhVhsosKHT5VDU4QFjATegQIChAC&usg=AOvVaw2kSxk0xUCoydGF1TDAVZzL,https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html&ved=2ahUKEwiX4r3zltLiAhVhsosKHT5VDU4QFjAXegQIARAB&usg=AOvVaw20c_vHI1_sQea8Aiq1ti3x,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.trojmiasto.pl/wiadomosci/Pawel-Adamowicz-o1.html&ved=2ahUKEwiX4r3zltLiAhVhsosKHT5VDU4QFjAYegQICRAB&usg=AOvVaw0rXQssdaS9j7ZY0-p_Dp1T,2,4,4,Licencjackie,1998,Mężczyzna,NA,5,5,4,psychometric_australiansilkyterrier
2019-06-06T09:57:39Z,Tak,Tak,NA,"https://pl.m.wikipedia.org › wiki › Paweł... Wyniki wyszukiwania w sieci Paweł Adamowicz – Wikipedia, wolna encyklopedia",https://m.facebook.com › Pawel.Adamow... Paweł Adamowicz - Home | Facebook,"https://www.wprost.pl › Tematy Paweł Adamowicz - newsy, biografia, wiadomości, życiorys - WPROST.pl",https://www.google.com/url?sa=t&source=web&rct=j&url=https://mobile.twitter.com/adamowiczpawel&ved=2ahUKEwjyhdabsNTiAhXKKVAKHRWRDUoQjjgwI3oECAEQAQ&usg=AOvVaw3VTg8iV00lV2M57LbAu7D1,https://www.google.com/url?sa=t&source=web&rct=j&url=http://adamowicz.pl/&ved=2ahUKEwjyhdabsNTiAhXKKVAKHRWRDUoQFjAkegQICBAB&usg=AOvVaw262g4sGRqk11hBSilVk_Zi,"https://pl.m.wikipedia.org › wiki › Paweł... Wyniki wyszukiwania w sieci Paweł Adamowicz – Wikipedia, wolna encyklopedia",https://m.facebook.com › Pawel.Adamow... Paweł Adamowicz - Home | Facebook,"https://www.wprost.pl › Tematy Paweł Adamowicz - newsy, biografia, wiadomości, życiorys ...","https://www.tvn24.pl › krakow,50 › zako... Koniec obserwacji psychiatrycznej zabójcy Pawła Adamowicza",adamowicz.pl Paweł Adamowicz – Prezydent Gdańska Paweł Adamowicz,5,4,2,Licencjackie,1999,Mężczyzna,NA,6,6,2,diplomatic_bushsqueaker
2019-06-06T09:59:45Z,Tak,Nie wiem,Tak,https://www.google.pl/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwjg1JqWsNTiAhXntYsKHeQFDhgQFjAWegQIAhAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.pl/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwjg1JqWsNTiAhXntYsKHeQFDhgQjjgwF3oECAoQAQ&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.pl/url?sa=t&source=web&rct=j&url=https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html&ved=2ahUKEwjg1JqWsNTiAhXntYsKHeQFDhgQFjAYegQICRAB&usg=AOvVaw20c_vHI1_sQea8Aiq1ti3x,https://www.google.pl/url?sa=t&source=web&rct=j&url=http://adamowicz.pl/&ved=2ahUKEwjg1JqWsNTiAhXntYsKHeQFDhgQFjAZegQIBxAB&usg=AOvVaw262g4sGRqk11hBSilVk_Zi,https://www.google.pl/url?sa=t&source=web&rct=j&url=https://mobile.twitter.com/adamowiczpawel&ved=2ahUKEwjg1JqWsNTiAhXntYsKHeQFDhgQFjAkegQIARAB&usg=AOvVaw3VTg8iV00lV2M57LbAu7D1,https://www.google.pl/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwi_1bWCr9TiAhWvlosKHdc3DN8QFjAVegQIAxAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.pl/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwi_1bWCr9TiAhWvlosKHdc3DN8QFjAWegQIAhAB&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.pl/url?sa=t&source=web&rct=j&url=https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html&ved=2ahUKEwi_1bWCr9TiAhWvlosKHdc3DN8QFjAXegQIARAB&usg=AOvVaw20c_vHI1_sQea8Aiq1ti3x,https://www.google.pl/url?sa=t&source=web&rct=j&url=http://adamowicz.pl/&ved=2ahUKEwi_1bWCr9TiAhWvlosKHdc3DN8QFjAZegQICxAB&usg=AOvVaw262g4sGRqk11hBSilVk_Zi,https://www.google.pl/url?sa=t&source=web&rct=j&url=https://mobile.twitter.com/adamowiczpawel&ved=2ahUKEwi_1bWCr9TiAhWvlosKHdc3DN8QFjAaegQIBxAB&usg=AOvVaw3VTg8iV00lV2M57LbAu7D1,4,3,1,Magisterskie,1998,Kobieta,NA,5,4,1,stylish_bergerpicard
2019-06-06T10:01:30Z,Tak,Tak,NA,"https://www.tvn24.pl/krakow,50/zakonczyla-sie-obserwacja-psychiatryczna-zabojcy-adamowicza,942086.html","http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,24864959,prawicowe-media-o-pruskich-mundurach-przy-grobie-pawla-adamowicza.html",https://pl.m.wikipedia.org/wiki/Pawe%C5%82_Adamowicz,https://m.facebook.com/Pawel.Adamowicz/,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,"https://www.tvn24.pl/krakow,50/zakonczyla-sie-obserwacja-psychiatryczna-zabojcy-adamowicza,942086.html","https://www.google.com/url?sa=t&source=web&rct=j&url=http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,24864959,prawicowe-media-o-pruskich-mundurach-przy-grobie-pawla-adamowicza.html&ved=2ahUKEwiC9fjkr9TiAhVLposKHW6CByYQqOcBMAx6BAgKEAg&usg=AOvVaw2rSFwIB2rrToFiwQEg-i4C",https://pl.m.wikipedia.org/wiki/Paweł_Adamowicz,https://m.facebook.com/Pawel.Adamowicz/,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,1,4,1,Licencjackie,1999,Mężczyzna,Nie,7,7,1,knowledgeable_emeraldtreeskink
2019-06-06T10:01:13Z,Tak,Nie,Tak,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.sportowefakty.wp.pl/amp/pilka-nozna/799363/jak-pawel-adamowicz-walczyl-o-lechie-gdansk&ved=2ahUKEwjB4p-FsNTiAhWOposKHYrYCywQFjAKegQIAhAB&usg=AOvVaw2oKad4s42_1SPZqKnydHr8&ampcf=1,"https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.tvn24.pl/krakow,50/zakonczyla-sie-obserwacja-psychiatryczna-zabojcy-adamowicza,942086.html&ved=2ahUKEwjxr_XOr9TiAhWGlIsKHeoRCukQqOcBMAt6BAgKEAQ&usg=AOvVaw0-s_6mzhT6zshEIwXlL6Ca","https://www.google.com/url?sa=t&source=web&rct=j&url=http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,24864959,prawicowe-media-o-pruskich-mundurach-przy-grobie-pawla-adamowicza.html&ved=2ahUKEwjxr_XOr9TiAhWGlIsKHeoRCukQqOcBMAx6BAgKEAg&usg=AOvVaw2rSFwIB2rrToFiwQEg-i4C",https://www.google.com/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwjxr_XOr9TiAhWGlIsKHeoRCukQFjAWegQIAhAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html&ved=2ahUKEwjxr_XOr9TiAhWGlIsKHeoRCukQFjAjegQICBAB&usg=AOvVaw20c_vHI1_sQea8Aiq1ti3x,"https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.tvn24.pl/krakow,50/zakonczyla-sie-obserwacja-psychiatryczna-zabojcy-adamowicza,942086.html&ved=2ahUKEwjxr_XOr9TiAhWGlIsKHeoRCukQqOcBMAt6BAgKEAQ&usg=AOvVaw0-s_6mzhT6zshEIwXlL6Ca","https://www.google.com/url?sa=t&source=web&rct=j&url=http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,24864959,prawicowe-media-o-pruskich-mundurach-przy-grobie-pawla-adamowicza.html&ved=2ahUKEwjxr_XOr9TiAhWGlIsKHeoRCukQqOcBMAx6BAgKEAg&usg=AOvVaw2rSFwIB2rrToFiwQEg-i4C",https://www.google.com/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwjxr_XOr9TiAhWGlIsKHeoRCukQFjAWegQIAhAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,"https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.tvn24.pl/krakow,50/zakonczyla-sie-obserwacja-psychiatryczna-zabojcy-adamowicza,942086.html&ved=2ahUKEwjxr_XOr9TiAhWGlIsKHeoRCukQFjAnegQIBhAB&usg=AOvVaw0-s_6mzhT6zshEIwXlL6Ca",https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.sportowefakty.wp.pl/amp/pilka-nozna/799363/jak-pawel-adamowicz-walczyl-o-lechie-gdansk&ved=2ahUKEwjB4p-FsNTiAhWOposKHYrYCywQFjAKegQIAhAB&usg=AOvVaw2oKad4s42_1SPZqKnydHr8&ampcf=1,7,7,7,Licencjackie,1999,Mężczyzna,NA,4,4,4,thrifty_americanbobtail
2019-06-06T10:06:31Z,Tak,Tak,NA,https://pl.m.wikipedia.org/wiki/Pawe%C5%82_Adamowicz,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwjjivHRsdTiAhVCaFAKHWKgBnYQjjgwF3oECAQQAQ&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId&cshid=1559808037828,https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html&ved=2ahUKEwjjivHRsdTiAhVCaFAKHWKgBnYQFjAYegQICRAB&usg=AOvVaw20c_vHI1_sQea8Aiq1ti3x&cshid=1559808037828,https://www.google.com/url?sa=t&source=web&rct=j&url=http://adamowicz.pl/&ved=2ahUKEwjjivHRsdTiAhVCaFAKHWKgBnYQFjAZegQIBxAB&usg=AOvVaw262g4sGRqk11hBSilVk_Zi&cshid=1559808037828,https://mobile.twitter.com/adamowiczpawel,https://pl.m.wikipedia.org/wiki/Paweł_Adamowicz,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwigqN6OsNTiAhXLZ1AKHdMJBSAQFjAXegQIAxAB&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html&ved=2ahUKEwigqN6OsNTiAhXLZ1AKHdMJBSAQFjAYegQIBBAB&usg=AOvVaw20c_vHI1_sQea8Aiq1ti3x,"https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.tvn24.pl/krakow,50/zakonczyla-sie-obserwacja-psychiatryczna-zabojcy-adamowicza,942086.html&ved=2ahUKEwigqN6OsNTiAhXLZ1AKHdMJBSAQFjAZegQICRAB&usg=AOvVaw0-s_6mzhT6zshEIwXlL6Ca",https://www.google.com/url?sa=t&source=web&rct=j&url=http://adamowicz.pl/&ved=2ahUKEwigqN6OsNTiAhXLZ1AKHdMJBSAQFjAaegQIBxAB&usg=AOvVaw262g4sGRqk11hBSilVk_Zi,6,4,1,Licencjackie,1999,Kobieta,NA,4,5,1,reportable_crayfish
